Route Name,Grade,Ascents
★★ Fisura Neagră,7/7+ A1 - 2 5B,4
★★★ Cikoria,{FR} 6a+,4
Unora le place jazzul,7,4
Pipi Șoseta,5+,4
★ Liberty,FR:7a,4
★ Cetera,7+/8-,4
★★ Țambal,8+,4
★★ Manșa de larnă,5+,4
★ Cer senin,7,4
★★ Sfinx,7,4
★★ Kabuki,7+/8-,4
★★ Buha,6-,4
Conțopistu',7+/8-,4
Ragazza,7,4
Mui Bien,7,4
Centaur,7,4
★★ Origami,8,4
★★ Supozitorul cu Frunze,7-,4
★★ Kidney Stones,{FR} 6a,4
Eternal Flame,8-,4
Tenace,7+/8-,4
Floppy,7-,4
★★★ Elf,8-,4
Șopârlanu,5,4
Guvidu',{FR} 6a+,4
★★ Kabul,8-,4
Mușchi și forță,8,4
★★ Gollum,{FR} 6b,4
Sexațional,{FR} 6a,4
★★★ Râie,{FR} 6b+,4
Swing,6+,4
Lindy Hop,7,4
Otită,5-,4
★★★ Eutanasia,6+,4
Hei Rup,7,4
★★★ 101,{FR} 6b+,4
Javre,6,4
Frăsinel,6-,4
Fisura cu Balcon,3,4
★ Școala 2,3,4
★ Vipera,6+,4
★★ Umbra Muchiei,{FR} 7a+ A0,4
Philippus,5,4
Jacobus A.,5-,4
★★★ Caguen la Puta,6+,4
★★ La tablă,7-,4
Paratrăznetul,6+/7-,4
Mirabilandia,8+,4
★★ Sin Pecado,8-,4
★★ Elodia Gay,7+,4
★★ Madona Neagră,8+,4
★★ Sirius,8-/8 5B,4
Hurcă,7+,4
Charlie,7-,4
Calea cea bună,4-,4
★★★ Bile,5+,4
Traseul Scurt,6,4
Modem,7-,4
★ Dormitor,5,4
★★ Antiteza,8-,4
★★ Lejerutzu,4,4
★ Twiti,{FR} 5a+,4
Diedrul,6,4
(cu)Fosfarin,5-,4
Valea Colţilor,4 1B,4
★★ Albișoara Hornurilor,2A,4
Râpa Zăpezii - Râpa Mare,2A,4
Valea Adâncă,1B,4
Valea Morarului,1A,4
★★ Copac,{FR} 5c,4
Coțofana,7/7+,4
★★ Titi,5+,4
★★★ Daddy be cool,{FR} 6a,4
★★ Vegeta,{FR} 6a+,4
★★ Pișcături,{FR} 6b+,4
★★★ Uranus,5+,4
★ Fisura Cenușie,7 A0 4A,4
★★ Vâlcelul cu Fereastră,1B,4
Vâlcelul Caprelor,1A,4
★★★ Crida,6+ FR:5c+,4
★★★ Cezar Manea,7+,4
★★ Diedrul Corbilor,7 A0 5A,4
Hefaistos,{FR} 6a,4
★★ Szűz,6+,4
★★ Kamikaze,7-,4
★★★ Elements,{FR} 7b+,4
★★ Dializa,7+,4
★★★ Vèja Du,7,4
Clasic,6,4
★ Saxo,6+/7-,4
★★★ Indecis pe viață,FR:6b+,4
★★ Arcuș,8-,4
Jack Sparrow,7,4
Valea Seacă a Coştilei,1B,4
★★ Muchia Slănina,MIXED:M3 2A,4
★★ Viespea,M6/7,4
★★ Pussy cat,{FR} 5B,4
★★ Valea Hornului,1B,4
★★ 10,M7,4
★★ Coasa,M7,4
★★ Moș Opincă,8+,4
★★★ Trei găleți,5,4
Pollux,{FR} 6a,4
★ Mattheus,6-,4
★★★ Thanathos,8,4
★★★ Cumpăna,7,4
★★ Soare apune,8-,4
★★ Parabellum,{FR} 6B+/C,4
★★ Ezechiel,7-,4
★ Ai nai,6,4
★★ Limax,6+,4
★ Cândva,4+,4
Scobituary,6+,4
★★ Cald şi Bine,10-,4
★★ Pacha Mama,6-,4
★★ Sponge Bob,7+,4
Diagonal,M4,4
★★ Treger Ștefan,7/7+,4
Dyno,7-/7,4
Pulga,6+,4
Creasta Frumoasă,7,4
★ Tremalzzo,8-,4
★ Guilty Pleasures,{FR} 5b,4
Ersta,{FR} 5c,4
Revoluție,{FR} 6b,4
★ To be free,7+/8-,4
★★ Timberrr,{FR} 7a,4
★ Paprika,6+,4
★★ Pink hammer,{FR} 6b+,4
★ Parfum de onanie,7-,4
Teatru de păpuși,6+,4
Chucky,7+,4
Păpușa de cârpe,8+,4
★★ Bonsai,6+,4
★★ Pedicato,7+,4
Chipped ★★★ Life for rent,8,4
★★★ Black hole,7,4
★★ Ursaru,7-,4
★ Demon,6+/7-,4
★ Uhu,6+/7-,4
★ Faragot,6+,4
Șotron,5+/6-,4
Castana,{FR} 5c,4
Fisura întunecată,{FR} 5b,4
Joc de ape,5+,4
Traseul Anghelide,1A,4
★★ Gore,7/7+,4
★★★ Piesa 2,6+,4
★★★ Adiere,7-,4
★★ Asterix,6+,4
★ Iguana,6+,4
★★ Șerban,8+,4
★★ Vali,8+,4
★★★ Hemoroizi,{FR} 6b+,4
"Nu, Zău",8-,4
Uno,6+,4
Zeit,8-/8,4
★★ Iubiți femeia,5+,4
★★ Gaura Neagră,{FR} 6a,4
★ Bianca,6+,4
★ Una,{FR} 6a+,4
★★★ Mamba,6-,4
Boa,6+,4
★★★ Don't Stop,{FR} 5c+,4
★ Apus de soare,7-,4
★★ Han Wag,6+,4
★ Extrema de Mijloc,5+,4
★★ Central,,4
★★ Beri-beri,6+,4
Fox,7,4
Jingg,{FR} 4,4
Fat Bottomed Girls,{FR} 4c,4
Gemin,{FR} 4c/c+,4
★★★ Malu,6+,4
Creasta Căpitanului,6 4B,4
★★★ Cikibum,7-,4
★★ Titus,8+,4
★★★ Magnolia,8+,4
★★ Vega,7,4
★★★ Loreley,8,4
★★★ Dureri de burtă,{FR} 7a+,4
★★ Freya,5,4
★★ Le Grandeur Abisal,{FR} 6b/b+,4
Vixen,7-,4
Paula,6+,4
★★ Xtlan,7-,4
Draft,FR:5b,4
Doza,FR:5b,4
Naivete,7-,3
Venus,6B+,3
Jupiter,6B,3
★★ Hercules,FR:6b+ 5A,3
★★★ Giorgio Armati,7-,3
Unghia Neagră,{FR} 6a,3
★★★ El Diablo,M10,3
★★ Fantastic 4 extension,{FR} 7a,3
Lapte praf,7+,3
★★ A.T.P.,6+ - 7 A0 3B,3
★★★ Băieți Buni,7,3
Cifra Şase,7,3
Chip &,6+,3
★★ Rambo,{FR} 6a+,3
★★★ unknown 3,{FR} 6A,3
★★★ Bagdad,{FR} 6B+/C,3
Miguel,{FR} 4+,3
Țâli,{FR} 5A 4+,3
★★ Blade,7,3
★★★ Testosteron,{FR} 6b+,3
★★ Finala '67,7+/8- A0 4B,3
★★★ Verginica,8-/8,3
Fulger,8,3
Krizza,7,3
★★★ Fisura cu Nuci,7,3
★ Manuela,6+/7-,3
Shere Khan,7-,3
★★★ Brâul de Sus,1A,3
★ One more try,8-,3
★★ When we were young,8,3
Point break,{FR} 6c,3
★★ Cratoneuro,{FR} 6a,3
★ Jasný kout,4,3
★ Taina,6-,3
Dilly Dally,7+,3
★ Crizuliță,{FR} 4a,3
★★ Curtea de corturi,{FR} 6c+,3
★★ Iedera albă,{FR} 6a,3
★★★ Heaven and Hell - Memorial Páll Endre,{FR} 7c+,3
★ Easy go,{FR} 5b,3
Easy way,{FR} 5b,3
★★★ Airbus,{FR} 7b+,3
★★ unknown 3,{FR} 6a+,3
DCM,{FR} 6c+,3
★★ Gama,7+,3
Central,FR:5c,3
★★ Stere,8-,3
★★★ Valea Bucșoiului,1B,3
Odiseea Spațială,{FR} 7a+,3
Leaving Las Vegas,{FR} 6c+/7a,3
Access Direct,M6,3
Tracos I,WI4,3
★★★ Zellsis sit,{FB} 7A+/B,3
Cardinal,6+,3
★ Albinuța,{FR} 5b,3
★ Cicada,{FR} 5b,3
★ Cinteza,{FR} 5b,3
Casa Zmeului,7-,3
Hammer,7-,3
Colibri,6-,3
Iibis,6-,3
Nedeia,6+ 4A,3
★ Arde-o mamaie !,6+,3
Bivuacul Caprelor,6+,3
Nirvana,9+/10-,3
Traseu,6-,3
★★★ Dy,FR:6c+,3
★★ Silent,FR:7a,3
★★★ Vipera,7-,3
★ Ninja,6,3
Crambo,6-,3
★★★ Gothic,{FR} 6b+,3
★★★ Sinergie,8/8+,3
★★★ Acrişor,{FR} 7a,3
★★ YOLO,FR:6c,3
Greuceanu,8,3
★ Hornul Roșu,5 A1 3B,3
You and me,{FR} 7a,3
★★ Maromet extensie,8-,3
Entorsă,{FR} 6b,3
★★ Fals și uz de fals extensie,8-,3
★★ Ciuraru,9-,3
★★★ Somn de voie,7,3
Cocs,6+,3
Edge,7,3
★★★ Vigh Tibor,8,3
★★★ Prieteniei,6+,3
Neterminat,6+,3
Capace,7,3
Grota Sanşil - varianta cu tunel,6 A1 3B,3
Lapte Bio,7+,3
★ Chilly,7/7+,3
★★★ Făt frumos,9-/9,3
Feel,7,3
Lemon,7,3
Săgetătorul,6+,3
★★ Lulu,6,3
Cave Man,6+,3
★★ Sisif,7,3
★★★ Strabism,{FR} 7b,3
Salsa,7,3
Bolero,7,3
Ebola,6+,3
★ Bere virtuală,7/7+,3
Cili,6-,3
Ciuri Buri,6-,3
Dușuleț,5,3
Sweiriger Riss,5+,3
Simon,4,3
★ Jacobus Z.,6-,3
★ Tight Shoes,{FR} 5c,3
★ Bela,6-,3
★★ Simona,6+,3
★★★ Poarta Sărutului,6+,3
★★ Traseul Eva,6+,3
★ Creasta Cichibiuc,1B,3
E.L.O.,6-,3
Loja Campionilor,8+/9-,3
Harap Alb,6+,3
★★ Fain,8+,3
★★★ Dió,6+,3
★★★ Corbul,7,3
★ Moluscuță,6,3
Pata albă,7/7+,3
Danika,6+/7-,3
Armata Roșie,6-,3
Hornul Negru,4,3
★★★ Păianjen,6-,3
Cumulus,7-,3
Satyr,6-,3
★ Morbus Gallicus,5+,3
V 33,6,3
Ileana Barosana,8+/9-,3
Co - Sanzana,9-/9,3
3 in 1,9-,3
Traseu 7,6+,3
★★ Pro,6,3
Mireasa Neagră,7+,3
★ Dexter,{FR} 5b+,3
★ Cow,{FR} 5b,3
★ Johnny Bravo,{FR} 5a,3
★★★ Halebarda,6+,3
Lapte Praf,6-,3
★ Mini,6,3
★★★ Ini,6+,3
Traseul Roşculeţ,6+,3
Secundarul Gălbinelelor,1B,3
★★ Brâna Portiței,1A,3
★★★ Valea Seacă a Caraimanului,2A,3
Albișoara Strungii,2A,3
Valea Bujorilor,1A,3
★★★ Creasta Balaurului,1A,3
★ Hallow Wish,{FR} 4c/c+,3
Dolmen,6+,3
Totem,6,3
Stonehenge,6-,3
Erik,5,3
Cuca,6,3
Bătrâna,6,3
Creasta Frumoasă,6,3
★★★ Trupa de șoc,{FR} 6a+,3
Mountain gold,5+,3
Eleni,7-,3
★ Gușatu',6+,3
Neptun,5+,3
Muchia celor Trei Țancuri,4B,3
Hornul Negru,2A,3
Padina Închisă,1A,3
Canionul Ciorânga Mare,6- A0 3A,3
Traseul 1 - estic,2A,3
Traseul 2 - vestic,3A,3
Padina lui Călineț - firul principal,1B,3
Valea Podurilor - firul principal,1B,3
Padina Lăncii,1A,3
Găuroaie,6+,3
★★ Mamatiti,7-,3
Gangbang,{FR} 6b+,3
★★★ Acvila,{FR} 6b+,3
Memories of Ioana,{FR} 6b,3
Distant Sun,{FR} 6b,3
L'escargot Petit,{FR} 6b+,3
★★★ Văru' Maftei,8,3
★★★ Delir,8-,3
★★ Manu,8-,3
Flavia,7-,3
★★ Kazacioc,8,3
★★ Călușaru,7+,3
★★ Foxtrot,7+,3
★★ Nasul Bufniței,7,3
★★★ Kikuiu,7-,3
★★★ Veverița,7-,3
Diedrul,6/6+,3
Plăcintă de Mere,7-,3
Flash direct,7+/8-,3
★★ Bacchus,8-,3
★★ Snefru,7+,3
Kermit,7-,3
★★ Froggy boy,7,3
★ Animal,7+/8-,3
★★ Rockarolla,7,3
★★★ Cascada din stânga,,3
★★ Surplomba Multilateral Dezvoltată,6,3
Cascada Vânturiș,WI3+,3
★★★ Muchia Turnului Paltinului,1B,3
★★★ Făgurelu’,{FR} 5A 4+,3
★★ 1,M2,3
9,M6,3
★★ Charcoal,{FR} 6A,3
★★★ Dancing with angels,{FR} 7b,3
★ Kimchi,{FR} 6b+,3
★★★ Flatone,7-,3
Ciklon,9-/9,3
★★ Trio,7,3
Colț Alb,6+,3
Sarlaac,7,3
Chewbacca,8-/8,3
★★★ Romulus,7,3
Barbie boy,8-,3
★★ Vrăbiuță,5+,3
★ Eden,7+,3
Iris,5,3
Sebulba,7-,3
Încalecă cândva,7,3
★★★ Vine iarna,7+,3
Urechelniţa,6-,3
Damaszkuszi Út,6,3
★★ Psoriazis,7-,3
★★ Yeti,5+,3
Pink Floyd,6,3
Led Zeppelin,6+,3
★★ La Calul Bălan,{FB} 5+,3
La placă,6+,3
★★ Căruța,{FB} 6A,3
★★ Codiță,{FB} 5+,3
★★ Ich will,FR:7a+,3
★★★ Scorțișoară,{FR} 6a+,3
★★★ Schweppes,7-,3
Grădina de zarzavat,6,3
Matrioska,8+,3
★ Caru Mare,{FR} 4c,3
★★ Bufy,8+,3
Față,{FR} 4+,3
★★ Furnicar,{FB} 5+,3
Let's go west,{FR} 6b+,3
Tangram,{FR} 5c,3
Phoenix,{FR} 6b+,3
Chaos A.D.,8-,3
Walk the line,7-,3
Atitudine clinică,8,3
★★ Jerry,7-,3
★ Periprava,{FR} 5c,3
★ Canal,{FR} 5b,3
Una la o sută,7,3
Ușor superior,8-,3
★ Anaconda,{FR} 6c/c+,3
★★ Luca,7-,3
★★★ Înainte să adorm,7-,3
Pan,6-,3
Hornul Galben,{FR} 5a,3
★ Perfect,7-,3
★ Thaddeus,5+,3
★ Emi,,3
Ani grei,8-,3
Topul la copac,{FR} 5a,3
★★ Bikash,{FR} 4a,3
Bullgatory,7-,3
Dirty Shirt,{FR} 5b,3
★★★ Eufrosina,7+,3
Recurs,6,3
Vâlcelul Crăiței,1A,3
★★★ Piesa 6,5+,3
Baba Cloanța,7-/7,3
★★ Bruzli,7,3
★★ Raluka,5+,3
★★★ Fantastic 4,{FR} 6a+,3
★★ Thanks,{FR} 6a+,3
Căruța Dracului,6+,3
Speranța,6-,3
★★★ Cangrenă,7-,3
★★ Johnny,8-,3
★ Hate street,9-,3
★★ Taliban,9-,3
★★ Tulai,8-,3
★★ Ocarina,8+/9-,3
★★★ Traseu Memorial Wild Ferenc,C/D,3
★★ Vrăjitoarea din Prăpăstii,{FR} 6c+,3
Tecnica,6,3
Ciufulina,7,3
Bestia,8-,3
Zori de zi,6+,3
Atheneum,{FR} 6c+,3
Pitonul,6,3
★★★ Romeo,{FR} 5b,3
Juliet,{FR} 5a,3
★★★ Erasmus Nyárády,6+,3
★ Excalibur,5+,3
AC,7-/7,3
Free,7+,3
Like a bird,5+/6-,3
★★★ 14,,3
★★★ Livin on the Edge,{FR} 6c+/7a,3
Rața,6-,3
★ No name,7+,3
Troia,6+,3
Iarba pe uliță,5-/5,3
★★★ Smerenie,{FB} 7C/C+,3
★ Zekken,{FB} 5+,3
★★ Oaia Neagră,{FR} 5c,3
Coțofanu,6+,3
Viţelaru,6,3
Roxana,8,3
★ Uneori Moralul,{FR} 6a+,3
★★ Dansul Ielelor,{FR} 6b,3
★★ Fata Moșului,7,3
★★★ Arăbuțu',7+/8-,3
★★★ Grătărist,{FB} 6C+,3
★★ Pisica,7+,3
Creasta Fierăstrău,3A,3
★★ Muchia Vulcanului,6+ 4B,3
Creasta Santinelei,6 3B,3
★ Creasta Arpășelului (E-V),3A,3
★★ Temporaire,5+,3
★★ Ingrid,4,3
Vis de vară,5+,3
DC,7,3
★ Syringa vulgaris,{FR} 5c,3
★ Cealaltă realitate,6+,3
Day dream,7+,2
Diphteria,8-,2
Selection,7+,2
Taboo,8-,2
Avantaje,{FR} 6c+,2
unknown 3,7-,2
unknown 4,{FR} 5C,2
Sfântu’,{FR} 6A,2
Carolina,{FR} 6C+,2
★★★ Gem Journey,{FR} 7a,2
★★★ Sinus,{FR} 6c+,2
★★ Sirah - SD,{FR} 7A,2
Traseul 7 Noiembrie,A1 4A,2
★★ Share Location,M8,2
X-Files,11-,2
★★ Traseul Chitanu,,2
Frunză-n vânt,7,2
Petit Jackson,M4,2
Traseul Balcoanelor,7 A0 5A,2
Vâlcelul Clăii Mici,1B,2
Hidden Lines,{FR} 3c/c+,2
★★★ Cutiuța muzicală,{FR} 7A+/B,2
Final step,{FR} 6a+,2
Regele Carol I,6+,2
★★ Stone Rider,{FR} 7a,2
★★★ Man & Wolf,{FR} 7a+/b,2
★ Fractura,8-,2
Raven,7,2
Casa de Piatră,{FR} 6a+,2
★★ Traseul Hoinarilor,6+ A0 4A,2
Brâna Mare a Morarului,1A,2
Colaps,8/8+,2
★★★ Turn to the right,{FR} 5c,2
★★★ 707 Days,{FR} 7b+,2
★★★ First Try,{FR} 7c,2
★★ Pegas,{FR} 6b,2
★★ Traseu 6,,2
★★ Faust,7+,2
Betocu,7,2
★ Scorpion,{FR} 5c+,2
★ For fun,{FR} 5c,2
Brâul Strungii,1A,2
★★ Delikat,{FR} 6a+,2
Râpa Zăpezii - Râpa Mică,2A,2
★ Popeye,{FR} 6c+,2
★★ Otită,{FR} 6b,2
★★★ K.O.,FR:7a,2
Spirala Medie,D,2
Amfiteatrul Zmeilor,D,2
unknown,{FR} 4/4+,2
unknown 2,{FR} 2,2
unknown 6,{FR} 4+,2
★★★ Încă una și m-am dus,{FR} 5A,2
★★ Jgheabul Armenilor,1A,2
★ Skorpió,7,2
★ Cucu,6+,2
Bau,,2
Tetania,8-,2
Monarh,7-,2
Yakuza,7,2
Toucan,7,2
Sepuku,7+,2
Easy,8-,2
★★★ Áldozat,9-,2
★★★ Diedrul Mic,5,2
Compresor,7+,2
★★ Izvor de fericire,8+,2
★ Vrem pământ,7-,2
Experiment,{FR} 6a,2
★★ Iepurilă,7,2
Vâlcelul Ascuns,1A,2
★★ Bălălău,8,2
Rooftop,{FR} 6a,2
Enigma,{FR} 7c+,2
Taipan,7+,2
Anaconda,7+,2
★★ Radio Gaga,7/7+,2
★★ Hammer To Fall,7+,2
Striga,{FR} 7a+/b,2
★★★ Ifiuság Útja (Tinereţii,8-,2
Brâna Caprelor,{FR} 1A,2
★★★ Black Butterfly,{FR} 7a,2
★ Zmijová,5,2
★ Gernická,5+,2
Muza moale,7-,2
Open your eyes,7+,2
Belzebut,7+,2
Laleaua pestriță,{FR} 6a+,2
★★ Speedy Gonzales,{FR} 5c+,2
Fisura Însorită,7+ A1 5A,2
Via Ferrata Astragalus - Traseul 1,C/D,2
★★★ Lolek,{FR} 7c,2
Soarele,6- A2,2
Muchia Brânelor - Hornul Prieteniei,4-,2
Rasputin,{FR} 6b,2
★★ Feya,{FR} 7a,2
★★★ Kis Gáspár,6+,2
Prâslea,5+,2
Făt Frumos,6,2
Balaurul,5,2
Muk,7,2
★★ Brâul Văii Albe,,2
Brâul de Sus,1B,2
Jabacca,7-,2
Warm Up Variantă,6+,2
★★★ Spanac olandez,7+,2
★ David und Ronny,7,2
Visu,5,2
Coandă,{FR} 6a,2
★★ Rachetă Curcubeu,{FB} 6A,2
★★★ Umbra Vânătorilor,{FR} 6c,2
Sayonara,7+,2
K2 limacși,{FR} 5b,2
Patrocle,{FR} 6a,2
Creasta dintre Vâlcele,6-,2
Puzzle,5+,2
Iron gates,{FR} 6a,2
Stalker,{FR} 6a+,2
Frontal,FR:6a+,2
★★★ Tropical Thunder,{FR} 6c,2
★★ Obermayer,5A,2
Bal Kereszt (Crucea Stângă),7-,2
★★ Tii Tee,7+,2
★★ Pinus Nigra,{FR} 6b,2
★★★ Aka aglala,6+,2
Menhir,6-,2
★★★ Breaker,8-,2
Chipped ★★ Calypso,{FR} 7a,2
Voila!,{FR} 6b+,2
Freedome,7,2
Traseul Mărinelor,6 A0 5A,2
★★ Stan,6+,2
★★ Bubu,6+,2
★★ Hornul Ascuns,4A,2
★★★ Șarpele - variantă,6-,2
★ Geko,7-,2
Colțul Dărâmat din Vâlcelul Superior al Șpirlei,5 - 7 A0 4B,2
Traseul Diagonal,7+/8-,2
Pantera Roz,9-,2
★ Zoolok,8-,2
★★ unknown 8,6+,2
Sindromul Delia,8-,2
Figaro,7,2
★★★ Țiparu’,{FR} 6b+,2
★★★ Coviltir,9+/10-,2
★★★ Red Hot,8+,2
Piramida,6-,2
Lorand le grande,8+,2
Idefix,6+,2
Moby Dick,7-,2
Jos,7,2
No Tocar,7,2
Peretele Sudic al Colțului Rotunjit,6+,2
★★★ Fata morgana,8-,2
Adevăr,9,2
★★ Pure pleasure,7,2
★ Rich Bitch,7-,2
★ Sirena,6+/7-,2
Ancuţa,3B,2
Creasta lui Mihai Borș,6- A1 4A,2
Priponul Mare,6+ 4A,2
★★ Peretele Porumbeilor,8- A1 5A,2
Anonimus,7-,2
Colțul Vestic,6+ A1 3A,2
Fisura Scoruş,6- A1 4A,2
Brânele de Piatră,8- A1 4B,2
Krampus,7+,2
★★ Team Spirit,7+,2
Kopačky,7-,2
★★★ Bigbos,8,2
★★★ Cain,8+/9-,2
★★ Muchia Mare,,2
★★ Cuculatus,8-,2
Byte,7+,2
Barbacana,8-,2
Inginerie Inghinală,8-,2
Eșafod,7,2
Domnița Ralu,7+/8-,2
★★★ Made in Romania,8+,2
Rubicon,7,2
Chipped ★★★ Perfect day,8+/9-,2
Magical Mystery Tour,3+,2
Mercury,8+/9-,2
Riegel,9-,2
Apaș,7+,2
Turnul Galben,8- A1,2
Patimile,7-,2
Turbodric,6,2
Reise Reise,6-,2
Hornuleț,6+,2
★★ Brâul Hornurilor,1A,2
★★★ Diaree,{FR} 6b+,2
Colon,7,2
Titanic Vals,7-,2
Brake dance,7+,2
TBC,6+,2
Google,6,2
Secuiu,7-,2
Valahu,6+,2
Creasta Sură,6+ 3B,2
★★★ Pompidou,6+,2
Ignoranța,7-,2
Take,6,2
★★★ Free,8-,2
★★★ Luxație,{FR} 6b+,2
Orz,{FR} 6b+,2
★★ Cuib de zmeu,{FR} 7b,2
"Eu nu, ăăă, încurajez",5,2
HM,7,2
★★★ Mircea,8-,2
Spre final,6-,2
Cupa,5-,2
După Colț,5-,2
Alfa,6-,2
Trambulina,5+,2
Force Majeure,7-,2
Risque,6-,2
Tora Bora,7-,2
Peutereyke,4,2
Bambini,4,2
Judas,4,2
Thomas,6,2
Andreas,5,2
Zippo,6-,2
Zig-Zag,6-,2
★★ Dedo Medio,7-,2
★ Fakir,7,2
ISIS,6+,2
Prieteniei,6+,2
Ionuț,5+,2
Gențiana,7-/7,2
Traseul Viperei,6+ A1 4A,2
Marian,8,2
Creasta Fetelor,5+ 3A,2
Sfânta Maria,6-,2
Măriuca,6,2
Ana,6,2
Pintenul Radului,6 A1 4B,2
Tata și fiul,6-/6,2
Fără cuvinte,6+,2
Sfarmă piatră,6+,2
★★ Alonja Viperei,6+,2
Triunghi roșu,5+,2
Ocrotiți natura,6-,2
Licuriciu' Beat,6,2
Pentru că,6,2
★★★ Brâna Aeriană - Creasta Văii Albe,1A,2
Spotlight,6+/7-,2
★★★ Miși Szalma,8 A1 5A,2
★★ Puls,6+,2
Colțul Cetății,7- A0 3B,2
★★★ Jugulator,7-,2
Machu,6,2
Fisura Centrală,7- A1,2
Creasta Fetelor,2A,2
Creasta Aiudenilor,5- 2A,2
Extrema Dură,6-,2
Noé,6,2
Lady,6-,2
Sion,6,2
1 Mai,6+ 4A,2
Amintirilor,5A,2
Sverdrupf,7,2
K3,6+/7-,2
Pendul,5+,2
Balcoane,7-,2
★★ Banana,5+,2
★★★ Amurg,7 A2,2
Musca,6,2
Muchia Stânjenelului,7+,2
Muchia Zăganului,6+ 3B,2
Muchia Pintenului,4+ 2A,2
Talanga,7-,2
Mama,5+,2
Bastardul,7-,2
Grota,8,2
Ilie,7,2
Grafa,4+/5-,2
Absint,7-,2
Curufin,6-,2
Flinta,6+,2
Ia calu' meu și du-te,9-,2
★★ Razna,6+,2
Cavalerul fără cap,6+,2
Hornul Mare,6+ 4B,2
Bootie Call,9,2
Gogule,9-,2
★★★ Fisura Artei,A1 6B,2
Iarba,6-,2
★★★ AstraZeneca,{FR} 6a+,2
Traseu 1,5,2
Traseu 2,6-,2
Traseu 3,6+,2
Traseu 4,6+,2
Traseu 5,6+,2
Creasta Șerpilor,5+ 2B,2
Traseu 1,,2
Traseu 2,,2
Creator de migrene,8,2
3 amigos,7,2
Odil,5+,2
Noua intrare,6,2
Traseul Salvamontiștilor,7,2
Traseul Nou,7+,2
Contra,6+,2
Butoiu,6,2
★★★ Xylofon,9/9+,2
★★★ Bic,7,2
★★★ Le Grandeur Abisal - Extension,{FR} 7b+,2
★★ Mignon,6 A0 2A,2
Trocadero,6-,2
(cu)Ou,5+,2
Ciuli,6-,2
Iubește,7/7+,2
Fiul ploii,6,2
Furcile,6+ A0 4A,2
★★★ Hornul Ascuns,4 1B,2
Valea Verde,1A,2
Valea lui Zangur,1B,2
Râpa Zăpezii - Râpa Crucii,2A,2
Valea Pietrelor,1B,2
Brâncuș,6,2
Dor Medina,6-,2
Iezer,6,2
Cu mâinile în buzunare,5+,2
Fisura de la Izvor,3B,2
Hornul Crenelat,2B,2
Hornul Înghețat,7- 3A,2
Hornul Frumos,6+ 3A,2
Gossip,6-,2
Ratatouille,7,2
★★★ Brown owl,7-,2
Trumpet lichen,6,2
Treecreeper,6+,2
★★★ Dog Rose,7-,2
Polypody,6+/7-,2
Common bat,6+,2
★★ La Placă,{FR} 6c+,2
★★★ Picături,{FR} 7a,2
★★★ Axis Mundi,{FR} 7b+,2
★★★ Ori-ori-ori-ori,{FR} 7a+,2
★ Miraj,9,2
★ Hakuna Matata,7,2
Muchia La Bold,2A,2
Furnicile Roșii,6+,2
Turnul Porumbeilor,6+,2
★★ Santinela Peșterii,4B,2
Citadela Sfărâmată,7+,2
Vega,7,2
Acul Crăpăturii,6 3A,2
Hornul Mare din Padina Închisă,1B,2
Traseul Frontal,4 A1 4A,2
Lespezile Padinei Popii,7/7+ 5A,2
Trandafirul Negru,6/6+ A0 3B,2
Hornul Închis,2A,2
Hornul Adânc - firul principal,4A,2
Creasta Șoimilor,7 A0 4B,2
Fisurile Centrale,8/8+,2
Fisura în S,6+/7- 4A,2
★★ Umerii Pietrei Craiului,2B,2
Muchia,3A,2
Vasilică,7-,2
Lingura,6,2
Traseul Școală,5+,2
Albă ca Zăpada,7,2
★★ Măseaua Lucrată,7,2
Muchia Salamandrei,7- A0 4A,2
★ Exodus,8 A1 5B,2
Creasta Vântului,6 A0 4A,2
Creasta Frumoasă,3A,2
★★★ XX,7+/8-,2
Iarna nu-i ca vara,5+,2
★ Diana,{FR} 6b,2
★★★ Gabor,7+,2
Chipped ★★ One vision,8+,2
Andreea,7-,2
★★ Monopol,7/7+,2
Jinu,6+,2
★ Cuibușor de Nebunii,{FR} 6a,2
★★ Carpe Diem,8-,2
Rumba,8-,2
Dans tematic,7,2
Asfalt tango,8-,2
Black Milk,M7,2
Creasta Pintenului,6- 3A,2
Darius,7-,2
Pizda Bunicii,7+/8-,2
Hornul Suspendat,6,2
Moonboard,9-,2
★★ Baltazar,7,2
Isaia,7,2
Coada șoricelului,7-/7,2
Marijuana,6+/7-,2
★★★ Sub apa,7A,2
Tentația (direct),7+,2
★ Hendrix,7-,2
★ Amadeus,7,2
Piscul Bâlii S-N,1B,2
★★★ Mamba,{FR} 7b,2
★★ Greierele,M4,2
★★★ Hornul Mare-Negru,6 A0,2
★ Colț,{FR} 4,2
★ Bulbos,{FB} 4+,2
Tortură,{FB} 5+,2
★ Înțepatul,{FR} 5,2
Abus,{FB} 5,2
★★ Interjecție,{FR} 6B+,2
Piciorul de lemn,M7,2
Puntzi,7,2
Mititel,M6,2
★ Ceafă de somon,7+,2
★★ Marele Est,8-,2
★★ Piesa 1,5,2
★★ Piesa 5,6-,2
★ Kingdom of Heaven,{FR} 7a,2
★★ Roua florilor de cristal,{FR} 7a,2
Arte Nouveau,8,2
★★ The crew,{FR} 6c+,2
Bartolomeus,6,2
Marogărița,7+/8-,2
